,NM_CANDIDATO,NM_URNA_CANDIDATO,NM_UE,SG_PARTIDO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS,VR_DESPESA_CONTRATADA,VR_RECEITA
14499,LUCIENE LIMA DA SILVA,LUCIENE,LAJEDINHO,PT,SUPLENTE,3,0.0,800.0
14500,MARICLEUDIS RODRIGUES COSTA,DINHA SOUZA,EUNÁPOLIS,MDB,NÃO ELEITO,3,0.0,200.0
14501,JULIANE DA SILVA TEIXEIRA,JUUH TEIXEIRA,EUNÁPOLIS,MDB,NÃO ELEITO,3,0.0,50.0
14502,ANA MARIA DE CARVALHO,ANA MARIA,SERRINHA,REPUBLICANOS,NÃO ELEITO,3,0.0,0.0
14503,MARIA APARECIDA REIS NASCIMENTO,DOCA,INHAMBUPE,PROS,SUPLENTE,3,0.0,0.0
14504,JAILDA SILVA MARTINS,JAILDA,NOVA VIÇOSA,PSOL,NÃO ELEITO,3,0.0,0.0
14505,JENNIFER SOARES RAMOS,JENNIFER SOARES,VITÓRIA DA CONQUISTA,PTC,SUPLENTE,3,0.0,0.0
14506,MARILUCE RIBEIRO DA SILVA,MARILUCE,LAJE,PP,SUPLENTE,3,0.0,0.0
14507,MARIA LIGIA MIRANDA BARBOSA,MARIA LIGIA MIRANDA,FEIRA DE SANTANA,PATRIOTA,SUPLENTE,3,0.0,0.0
14508,ELISÂNGELA BATISTA DE ALMEIDA,DONA ELISÂNGELA,ALCOBAÇA,PSOL,NÃO ELEITO,3,0.0,529.5
14509,ALEX SANDRO SILVA DOS SANTOS,IRMÃO ALEX DO CENTRO,SIMÕES FILHO,DC,NÃO ELEITO,3,0.0,0.0
14510,RENATA MENDES DOS SANTOS,RENATA DE LICIA,ESPLANADA,MDB,SUPLENTE,3,0.0,0.0
14511,ANTONIO SOUZA BRITO,ETINHO,ITAQUARA,PSOL,SUPLENTE,3,0.0,285.24
14512,VALDENIS MARISE VIEIRA DE SOUZA SILVA,VALDENIS,IBOTIRAMA,PSL,NÃO ELEITO,3,0.0,218.31
14513,NOEMIA SANTOS DE OLIVEIRA,NOESIA,ITAQUARA,PSOL,SUPLENTE,3,0.0,285.24
14514,SILVANA IVETE MATO GROSSO MATHEUS,SILVANA MATO GROSSO,ITACARÉ,PP,SUPLENTE,3,0.0,75.95
14515,MARIA APARECIDA SILVA MENDES,CIDA MADEIRA,RUY BARBOSA,REPUBLICANOS,NÃO ELEITO,3,0.0,0.0
14516,MARTA SUELY DA SILVA,MARTA SUELI,VERA CRUZ,PSD,SUPLENTE,3,0.0,0.0
14517,HEYDES DOS SANDOS DA SILVA,HEYDES,CAMPO ALEGRE DE LOURDES,PSD,SUPLENTE,3,0.0,0.0
14518,CLAUDIO LIMA DOS REIS,PASTOR CLAUDIO,GANDU,PDT,SUPLENTE,3,0.0,0.0
14519,FABIANE GUIMARAES,FABINHA DA RUA DO PADRE,IRAMAIA,DEM,NÃO ELEITO,3,0.0,550.0
14520,DARLAN SOUZA SANTOS,DARLAN BOMBEIRO CIVIL,JEQUIÉ,PSC,NÃO ELEITO,3,0.0,0.0
14521,ANDRESSA JESUS DOS SANTOS,ANDRESSA,NOVA SOURE,PODE,NÃO ELEITO,3,0.0,250.0
14522,LUCIANA VALERIA MIRANDA LOPES,LUCIANA LOPES,JUAZEIRO,REPUBLICANOS,NÃO ELEITO,3,0.0,0.0
14523,MARCIA JEANE DA SILVA PORTUGAL,MARCIA DE ZÉ DIAS,ICHU,REPUBLICANOS,SUPLENTE,3,0.0,0.0
14524,ADELAIDE TELES DE CAMPOS,ADELAIDE DA BARRACA,ARATACA,PDT,NÃO ELEITO,3,0.0,300.0
14525,ILANNA KELLY DE OLIVEIRA,ILANNA,BREJÕES,PP,SUPLENTE,3,0.0,0.0
14526,MARGARIDA RIOS BRITO ALMEIDA,MARGARIDA,BREJÕES,PP,SUPLENTE,3,0.0,0.0
14527,GRACIELMA KAATICEA BRITO NASCIMENTO DE SOUZA,GAGAU,IRAMAIA,PP,SUPLENTE,3,0.0,550.0
14528,EDSON DA SILVA BARBOSA,EDSON BARBOSA,MADRE DE DEUS,DEM,NÃO ELEITO,3,0.0,0.0
14529,CICERO DA CONCEIÇÃO OLIVEIRA,CICERO BIGODE,SÃO SEBASTIÃO DO PASSÉ,PT,NÃO ELEITO,3,0.0,0.0
14530,DAMIANA DOS SANTOS NEVES,IRMÃ DAMIANA,ITAPEBI,PSD,SUPLENTE,3,0.0,140.0
14531,ELIANE FAGUNDES DE JESUS,PIXITA GARI,UBATÃ,PSD,NÃO ELEITO,3,0.0,0.0
14532,MARIA SUELY SOUZA DO NASCIMENTO,IRMÃ SUSSU,JUAZEIRO,PTC,SUPLENTE,3,0.0,0.0
14533,WILSON DANTAS MACHADO,ZÉ PINHO DO FORRÓ,MADRE DE DEUS,PP,NÃO ELEITO,3,0.0,0.0
14534,MARIA DE JESUS LUCINDA DE AZEVEDO SILVA,MARIA DE JESUS,JUAZEIRO,PTC,SUPLENTE,3,0.0,0.0
14535,CLESIA SOUSA DUARTE DOS SANTOS,CLÉSIA SOUSA,ANAGÉ,SOLIDARIEDADE,NÃO ELEITO,3,0.0,0.0
14536,ANA LIDIA MACEDO CAMACAM,ANA LIDIA,BONITO,PC do B,SUPLENTE,3,0.0,150.0
14537,OSVALDO DA CONCEIÇÃO FILHO,OSVALDO GARAGISTA,SALVADOR,PMN,SUPLENTE,3,0.0,0.0
14538,GEICIBELLE VASCONCELOS DA CONCEIÇÃO DE JESUS,GEICIBELLE,ALAGOINHAS,CIDADANIA,NÃO ELEITO,3,0.0,0.0
14539,VALDINE DE OLIVEIRA,IRMÃO VAL,IBIRAPUÃ,PODE,NÃO ELEITO,3,0.0,0.0
14540,FERNANDA RIBEIRO DOS SANTOS,FERNANDA DA NOVA SANTA INES,SANTA INÊS,PSOL,NÃO ELEITO,3,0.0,278.36
14541,MARLUCIA RAMOS DE JESUS,MARLUCIA,TAPEROÁ,PDT,SUPLENTE,3,0.0,420.0
14542,SUELI DISIGANT,TIA SU,VITÓRIA DA CONQUISTA,PATRIOTA,NÃO ELEITO,3,0.0,900.0
14543,ALIETE LUIZ DOS SANTOS DE JESUS,ALIETE LUIZ,CAMPO ALEGRE DE LOURDES,PSL,NÃO ELEITO,3,0.0,0.0
14544,LUCINEIDE JESUS SILVA,LUCINEIDE,TANHAÇU,PODE,NÃO ELEITO,3,0.0,0.0
14545,CIDINEILA BARRETO CAJÁ,NEILA CAJÁ,IBICUÍ,PSB,SUPLENTE,3,0.0,0.0
14546,ANA LOURDES QUARESMA DOS SANTOS,ANA DE DUQUINHA,ALCOBAÇA,REPUBLICANOS,NÃO ELEITO,3,0.0,0.0
14547,SANDOVAL PEREIRA DOS SANTOS,SANDOVAL DO CAJUEIRO,ITAGUAÇU DA BAHIA,PC do B,NÃO ELEITO,3,0.0,0.0
14548,LOURENÇO GOMES DE OLIVEIRA,IRMÃO LOURENÇO,ILHÉUS,PV,SUPLENTE,3,0.0,372.5
14549,LAILANA SHARISY ROSARIO FERREIRA,LAILANA DO ESPORTE,ALCOBAÇA,REPUBLICANOS,NÃO ELEITO,3,0.0,0.0
14550,UBALDINO GOMES DA SILVA FILHO,BALDINO,CABACEIRAS DO PARAGUAÇU,PP,SUPLENTE,3,0.0,0.0
14551,JOSEFA GOMES DE SOUZA,MOCINHA,ESPLANADA,PODE,SUPLENTE,3,0.0,120.0
14552,MARIA VIRGINIA ADORNO CERQUEIRA,VIRGINIA,CORAÇÃO DE MARIA,PTB,NÃO ELEITO,3,0.0,0.0
14553,CLAUDIANA CARNEIRO BRITO,CLAUDIANA,SERRA PRETA,DEM,SUPLENTE,3,0.0,0.0
14554,ZUZICLEIA DOS SANTOS BARBOSA,SUZI,MANSIDÃO,PSDB,NÃO ELEITO,3,0.0,0.0
14555,JERONIMO AZEVEDO SANTOS,JERÔNIMO AZEVEDO ,JANDAÍRA,PP,NÃO ELEITO,3,0.0,0.0
14556,NEIANGELA DOS SANTOS,NEIANGELA,ITAPITANGA,PC do B,NÃO ELEITO,3,0.0,723.5
14557,JOSAFA SANTOS RAMOS,JOSAFA RAMOS,JANDAÍRA,PT,SUPLENTE,3,0.0,0.0
14558,LUCINETE FERREIRA AGUIAR,DUTY DO OVO ,VALENÇA,DC,NÃO ELEITO,3,0.0,0.0
14559,LUIZ AUGUSTO DIAS BRAGA,DUNGA,CASA NOVA,PDT,SUPLENTE,3,0.0,0.0
14560,IRACI GOMES DE SOUZA,IRACI,ITAGUAÇU DA BAHIA,PDT,SUPLENTE,3,0.0,200.0
14561,ANA PAULA BISPO DOS SANTOS,PAULA VIRTUOSA,CONDE,PSDB,NÃO ELEITO,3,0.0,0.0
14562,SANDRA COSTA VASCONCELOS,SANDRA,CANAVIEIRAS,PSB,NÃO ELEITO,3,0.0,302.03
14563,MARILEIDE DE JESUS BISPO,LEIDINHA,UNA,PSOL,NÃO ELEITO,3,0.0,488.65999999999997
14564,ADRIANA DA SILVA REIS,ADRIANA REIS,CONDE,PSD,SUPLENTE,3,0.0,0.0
14565,EDILSON SANTOS DE SOUZA,NENGO DE ELISEU,CONDE,PSD,SUPLENTE,3,0.0,0.0
14566,ALMIR OLIVEIRA DOS SANTOS,ALMIR DO BERIMBAU,ANTÔNIO CARDOSO,PODE,SUPLENTE,3,0.0,0.0
14567,ROSA CRISTINA SILVA DE ANDRADE,ROSA DE CAL DE CALANGO,SANTA INÊS,REPUBLICANOS,NÃO ELEITO,3,0.0,540.0
14568,MARIA APARECIDA GONÇALVES SANTANA,CHEILA DO POÇO,ANTÔNIO CARDOSO,PODE,SUPLENTE,3,0.0,0.0
14569,MARIA APARECIDA DOS SANTOS CARDOSO ANDRADE,CIDA DA SAÚDE,JUAZEIRO,PP,SUPLENTE,3,0.0,60.0
14570,PÉRICLES LOMBA BULHOSA,PROF PÉRICLES,VERA CRUZ,PROS,NÃO ELEITO,3,0.0,0.0
14571,MARIA AMÉLIA DE MIRANDA BRITO,AMELINHA,ITAGUAÇU DA BAHIA,PT,SUPLENTE,3,0.0,200.0
14572,MANUELA DE JESUS,MANU,ITAMARI,PP,SUPLENTE,3,0.0,400.0
14573,EDNA SILVA FEITOSA,EDNA FEITOSA,IRECÊ,AVANTE,SUPLENTE,3,0.0,0.0
14574,TAILANE SANTOS DA PAIXAO,LANE,ITAMARI,PP,SUPLENTE,3,0.0,400.0
14575,FABRÍCIA KARINE SENA,KARINE SENA,ITAJUÍPE,PSD,SUPLENTE,3,0.0,0.0
14576,ERUNDO TEIJEIRA RODRIGUEZ FILHO,ERUNDO DO GALEÃO,CAIRU,PSD,SUPLENTE,3,0.0,0.0
14577,SIMONE DIAS MIRANDA,SIMONE DIAS,BREJÕES,PDT,SUPLENTE,3,0.0,650.0
14578,FERNANDA FIGUEREDO LEAL,FERNANDA,MIGUEL CALMON,PP,SUPLENTE,3,0.0,700.0
14579,GEORGINA CAVALCANTE SANTOS,GINA DE MAPAELE,SIMÕES FILHO,PT,NÃO ELEITO,3,0.0,0.0
14580,LUZINEIDE BATISTA MESSIAS,MÃE LULU,JUSSARI,PSD,SUPLENTE,3,0.0,183.26
14581,LUCENILDA SOUZA DIAS,LU DYAS,CANAVIEIRAS,PV,NÃO ELEITO,3,0.0,300.0
14582,GRAZIELLA   DINIZ   SANTOS,GAL DINIZ,MUCURI,PV,NÃO ELEITO,3,0.0,750.0
14583,ADAILSON ALEXANDRINO DOS SANTOS,ADAILSON DO ESPORTE,SANTA CRUZ CABRÁLIA,MDB,NÃO ELEITO,3,0.0,0.0
14584,EUFRÁSIO DE OLIVEIRA,EUFRÁSIO DA ASSOCIAÇÃO,CRISTÓPOLIS,PRTB,NÃO ELEITO,3,0.0,0.0
14585,LAIS TIMÓTEO REIS,LAÍS REIS,PAU BRASIL,PT,SUPLENTE,3,0.0,0.0
14586,MARIA DAS GRAÇAS SILVA DE SOUZA,GRAÇA DE MARTINHO,GAVIÃO,DEM,SUPLENTE,3,0.0,0.0
14587,ELIANE SAMPAIO LEAL PENZA CUNHA,ELIANE LEAL,ITABUNA,PSDB,NÃO ELEITO,3,0.0,0.0
14588,SIRLEYDE REIS DA SILVA,SICA REIS,CANAVIEIRAS,REPUBLICANOS,SUPLENTE,3,0.0,241.23000000000002
14589,TULIO DAVI GUSMÃO,TULIO GUSMÃO,TEIXEIRA DE FREITAS,PSL,SUPLENTE,3,0.0,0.0
14590,HELIANA MUNIZ DE SOUSA,HELIANA MUNIZ,RIACHÃO DAS NEVES,DEM,SUPLENTE,3,0.0,94.85
14591,BRUNA KATYUSCHIADE DE OLIVEIRA GOMES FRIGERI,DRA BRUNA,ALCOBAÇA,PROS,SUPLENTE,3,0.0,0.0
14592,MARIA ANTONIA BATISTA CRUZ,TOINHA,ALCOBAÇA,PDT,SUPLENTE,3,0.0,0.0
14593,ALCIONE SANTOS PAIXAO,ALCIONE,CARAVELAS,PDT,SUPLENTE,3,0.0,0.0
14594,ZULEIDE OLIVEIRA LIMA,ZU DA RUA NOVA,IRAMAIA,PDT,NÃO ELEITO,3,0.0,0.0
14595,ELAINE CHRISTINA SARMENTO VIDAL,ELAINE ENFERMEIRA,PRADO,DEM,NÃO ELEITO,3,0.0,0.0
14596,RICARDO FERREIRA DE MELO,RICARDO DO ESTOFADO,PRADO,DEM,NÃO ELEITO,3,0.0,0.0
14597,RITA DE CASSIA DOS SANTOS LINO,CASSIA,BARRA,PL,SUPLENTE,3,0.0,850.0
14598,MIRIAN FERREIRA DE CARVALHO,MIRIAN FERREIRA,ANGUERA,PODE,SUPLENTE,3,0.0,0.0
14599,MARLETE CARVALHO NUNES DE ARAÚJO,MARLETE,FORMOSA DO RIO PRETO,DEM,SUPLENTE,3,0.0,104.3
14600,JANAINA SOUZA DE ALMEIDA SANTANA,REBECA SOUZA,SIMÕES FILHO,AVANTE,NÃO ELEITO,3,0.0,0.0
14601,JULIANA ALVES DA SILVA,JULIANA,MURITIBA,AVANTE,SUPLENTE,3,0.0,0.0
14602,TELMA CARDOSO DOS SANTOS,TELMA,SANTA TEREZINHA,PC do B,NÃO ELEITO,3,0.0,0.0
14603,LETICIA SOUZA DE JESUS,LETICIA,ALMADINA,PP,SUPLENTE,3,0.0,1363.92
14604,ALBA VALERIA SANTOS DE SALES SILVA,ALBA,ITAPARICA,PTB,SUPLENTE,3,0.0,0.0
14605,EDVALDO GOMES DOS SANTOS,CHAPOLIN,ITAPITANGA,PSB,SUPLENTE,3,0.0,609.93
14606,EDICELIA DA SILVA DOS SANTOS,EDICELIA,RIACHÃO DAS NEVES,PP,SUPLENTE,3,0.0,0.0
14607,GERSON GOMES DOS SANTOS,NEGÃO GERSON,ALAGOINHAS,PTC,NÃO ELEITO,3,0.0,173.9
14608,DERIVALDA SIMÕES DE BRITO,DERI DO ACARAJÉ,CATU,PTC,NÃO ELEITO,3,0.0,0.0
14609,IRACI BISPO DOS SANTOS,TIA CI,NAZARÉ,PSOL,NÃO ELEITO,3,0.0,0.0
14610,FRANCISCO CARLOS RIBEIRO DOS SANTOS,RIBEIRO,CATU,REDE,NÃO ELEITO,3,0.0,0.0
14611,IVENILSON SANTOS FERREIRA,CHAVEIRO BI,SIMÕES FILHO,PSD,SUPLENTE,3,0.0,0.0
14612,ARIANNE OLIVEIRA SANTOS,ARIANNE OLIVEIRA,PORTO SEGURO,PT,NÃO ELEITO,3,0.0,0.0
14613,LETICIA CONCEIÇÃO FERREIRA,"LETICIA, PIOR QUE TA  NÃO FICA",CARDEAL DA SILVA,PROS,SUPLENTE,3,0.0,0.0
14614,ROSILENE SOUZA LOPES,ROSILENE,CAATIBA,PSB,SUPLENTE,3,0.0,500.0
14615,LARISSA SILVA DOS SANTOS DIAS,LARISSA SILVA,ESPLANADA,PSB,SUPLENTE,3,0.0,0.0
14616,JOSE FRANCISCO DOS SANTOS,CAPA PRETA,ESPLANADA,PSB,SUPLENTE,3,0.0,1000.0
14617,JAMILE DOS SANTOS RAMOS ESTRELA,JAMILE,ÁGUA FRIA,PL,SUPLENTE,3,0.0,0.0
14618,CRISTIANA MARIA DA SILVA,CRIS DE CAMANDAROBA,ITIÚBA,PSOL,NÃO ELEITO,3,0.0,317.59
14619,RAINERIA VIANA BOMFIM,RAY DO MERCADO,CAMPO FORMOSO,PSD,SUPLENTE,3,0.0,0.0
14620,MIDIAN REIS DA HORA,MIDIAN,SAPEAÇU,PP,SUPLENTE,3,0.0,0.0
14621,MARIA VERONICA MOTA PEREIRA,LIA MOTOTAXI,JACOBINA,PSL,NÃO ELEITO,3,0.0,0.0
14622,JOSE NILDO VIANA SANTOS,TUREKA,JANDAÍRA,CIDADANIA,SUPLENTE,3,0.0,0.0
14623,ORNEIDE CARNEIRO SANTIAGO,NEIDE SANTIAGO,RIACHÃO DO JACUÍPE,PTB,SUPLENTE,3,0.0,325.0
14624,ROBERTA SILVA BORGES,ROBERTA,IBICUÍ,PDT,SUPLENTE,3,0.0,0.0
14625,CRISTINA SANTOS DE SOUZA,TININHA,URUÇUCA,PSD,NÃO ELEITO,3,0.0,370.0
14626,JONAS SANTOS LOPES,JONAS BRATIL,CAMAÇARI,PV,NÃO ELEITO,3,0.0,100.0
14627,ANA RITA DE JESUS SANTOS,RITA DE LAMARÃO,SÃO SEBASTIÃO DO PASSÉ,AVANTE,NÃO ELEITO,3,0.0,0.0
14628,OTELINA OLIVEIRA RAMOS,OTELINA RAMOS,MUCUGÊ,PSD,SUPLENTE,3,0.0,0.0
14629,GEORGINA DO NASCIMENTO SANTANA,GEORGINA,VALENÇA,PMN,NÃO ELEITO,3,0.0,0.0
14630,CELMA COLETA BARBOSA,CELMA COLETA,PORTO SEGURO,PSD,SUPLENTE,3,0.0,250.0
14631,RAILDA ALVES DOS SANTOS,RAILDA ALVES,ARATUÍPE,PT,SUPLENTE,3,0.0,590.0
14632,LUZIA FERREIRA DA SILVA SANTANA,LUZIA,ITIRUÇU,PP,SUPLENTE,3,0.0,0.0
14633,GABRIEL ALVES DOS SANTOS SOUSA,GABRIEL FERREIRA,REMANSO,PT,SUPLENTE,3,0.0,0.0
14634,EVERALDO ANDRADE ANUNCIAÇÃO,TÉA,ARACI,PROS,SUPLENTE,3,0.0,0.0
14635,ROBERTA FERNANDES OLIVEIRA,ROBERTA OLIVEIRA,BARRA DO CHOÇA,PTB,NÃO ELEITO,3,0.0,0.0
14636,MARGARIDA DA ANUNCIAÇÃO LEÃO,MARGARIDA,SANTA BÁRBARA,PTB,SUPLENTE,3,0.0,0.0
14637,ANTONIO DE JESUS SANTOS,TIL TONHO SIMPLICIO,EUNÁPOLIS,PSL,NÃO ELEITO,3,0.0,0.0
14638,SIMONE DOS SANTOS DE SOUZA,SIMONE DO BRAÇO DO NORTE,PIRAÍ DO NORTE,PP,SUPLENTE,3,0.0,902.4
14639,ANA SANTOS DA SILVA,ANA,PIRAÍ DO NORTE,PODE,SUPLENTE,3,0.0,803.0
14640,JOCELI ASSUNÇÃO MARTINS,JOCELI,PIRAÍ DO NORTE,PODE,SUPLENTE,3,0.0,803.0
14641,MARTHA ANGELA BEZERRA,MARTHA BEZERRA,MATA DE SÃO JOÃO,PL,NÃO ELEITO,3,0.0,90.62
14642,AILTON SANTOS SOUZA,AILTON CORREDOR,ITAPETINGA,PT,SUPLENTE,3,0.0,950.0
14643,FRANCISCO DE ASSIS DIAS FILHO,BINHO,ITAMARAJU,PT,SUPLENTE,3,0.0,0.0
14644,KAYSON SANTOS DA HORA,KEYSON DE COSME ELIEZE,IRAJUBA,PL,NÃO ELEITO,3,0.0,0.0
14645,MARIVALDO SANTANA DA FRANCA,MARIVALDO SANTANA,LUÍS EDUARDO MAGALHÃES,DEM,SUPLENTE,3,0.0,95.0
14646,GEORGINA FERNANDES SILVA,GEORGINA,URUÇUCA,PTB,NÃO ELEITO,3,0.0,1500.0
14647,CARLINHOS ANTONIO PIEROZAN,CARLINHOS PIEROZAN,LUÍS EDUARDO MAGALHÃES,PSC,SUPLENTE,3,0.0,772.45
14648,SUÉLEN FRANCINI PEREIRA,SUÉLEN PEREIRA,LUÍS EDUARDO MAGALHÃES,PSC,SUPLENTE,3,0.0,748.47
14649,JOSÉ FERREIRA IRINEU NETO,ZÉ DO POVO,LUÍS EDUARDO MAGALHÃES,PT,NÃO ELEITO,3,0.0,559.95
14650,MANUELA OLIVEIRA DE ARAÚJO,MANUELA DE DONA NINA,OUROLÂNDIA,PT,SUPLENTE,3,0.0,2213.0
14651,MARIA THAÍS NASCIMENTO DE JESUS,THAÍS NASCIMENTO,IBICARAÍ,PATRIOTA,SUPLENTE,3,0.0,582.92
14652,CLAUDIBERTO CONCEIÇÃO SANTOS,CLAUDIBERTO CONCEIÇÃO SANTOS,SALVADOR,PROS,NÃO ELEITO,3,0.0,0.0
14653,MARIA NILDA MOREIRA,MARIA NILDA,RUY BARBOSA,PSB,NÃO ELEITO,3,0.0,0.0
14654,JORGE BATISTA DOS SANTOS,JORGE VIDEO,MUNIZ FERREIRA,PP,SUPLENTE,3,0.0,0.0
14655,JURACY PEREIRA JURITY,JURACY DA PINDOBA,CANDEIAS,PSC,NÃO ELEITO,3,0.0,1109.0
14656,MARIA DA CONCEIÇÃO DE JESUS,CONÇA,MUNIZ FERREIRA,PC do B,SUPLENTE,3,0.0,120.0
14657,ISA CLAUDIA NASCIMENTO SOUZA DE JESUS,ISA,ILHÉUS,PSOL,NÃO ELEITO,3,0.0,1850.0
14658,JOSÉ ARAQUEM SILVA SOUZA,ARAQUEM,ALAGOINHAS,PSB,NÃO ELEITO,3,0.0,228.96
14659,SELMA EDMARY DOS SANTOS,PROFESSORA SELMA,MUNIZ FERREIRA,PSC,SUPLENTE,3,0.0,300.0
14660,ALAN VINICIUS SOUZA DE SANTANA,ALAN SANTANA,LAURO DE FREITAS,PSD,SUPLENTE,3,0.0,4252.5
14661,JOANGELA COSTA DOS SANTOS,ANGELA,MUNIZ FERREIRA,PSD,SUPLENTE,3,0.0,300.0
14662,VITORIA BARBOSA SILVA,VITORIA BARBOSA,SANTO ANTÔNIO DE JESUS,SOLIDARIEDADE,NÃO ELEITO,3,0.0,0.0
14663,JOSEMAR PINHEIRO DA SILVA,MAZIM DA JUREMA,BARRA,REPUBLICANOS,NÃO ELEITO,3,0.0,0.0
14664,CARLOS ANDRE MARIA DOS SANTOS,KINHO PADEIRO,SANTA CRUZ CABRÁLIA,PMN,NÃO ELEITO,3,0.0,0.0
14665,ANA PAULA SANTOS DE OLIVEIRA LOPES,ANA PAULA LOPES,BRUMADO,AVANTE,NÃO ELEITO,3,0.0,0.0
14666,RÔSEMARCIA DE JESUS NERIS,RÔSE DE ZIRINHA,TERRA NOVA,PSDB,NÃO ELEITO,3,0.0,0.0
14667,JOSE VALDO DA SILVA DE SOUZA,ZÉ VALDÃO,BARRA,REPUBLICANOS,NÃO ELEITO,3,0.0,0.0
14668,VALENTINA ALVES SANTOS,VALENTINA,BARRA,REPUBLICANOS,NÃO ELEITO,3,0.0,0.0
14669,MARMORY RODRIGUES RIBEIRO,MARMORY,SANTA CRUZ CABRÁLIA,SOLIDARIEDADE,NÃO ELEITO,3,0.0,400.9
14670,ISONEIDE NUNES BARBOSA,NINA NUNES,SANTO ANTÔNIO DE JESUS,MDB,SUPLENTE,3,0.0,250.0
14671,AUGUSTO FERREIRA DA SILVA,DUTI,PEDRÃO,MDB,NÃO ELEITO,3,0.0,0.0
14672,CARINA SANTOS SILVA,KARY SILVA,BRUMADO,PDT,SUPLENTE,3,0.0,0.0
14673,MARIA LUCIA BISPO DOS SANTOS BRITO,MARIA LUCIA,PEDRÃO,MDB,NÃO ELEITO,3,0.0,0.0
14674,JOANICE DA SILVA SANTANA,JOANICE DA ESCURINHA,ITABERABA,PSDB,SUPLENTE,3,0.0,293.75
14675,MARIO SERGIO DOS REIS DA PAIXAO,MARIO SERGIO,ENTRE RIOS,CIDADANIA,NÃO ELEITO,3,0.0,0.0
14676,TATIANE BISPO DA SILVA,TATI DE DETINHA,FLORESTA AZUL,PODE,SUPLENTE,3,0.0,330.0
14677,VAUDICLÉA LOPES DA SILVA,CANEQUINHA,SAÚDE,PP,NÃO ELEITO,3,0.0,500.0
14678,MAELSON GOMES SILVA,MAELSON FILHO DE TUTU,SAÚDE,REPUBLICANOS,NÃO ELEITO,3,0.0,0.0
14679,ELIANA EVANGELISTA DA SILVA,ELIANA SILVA,REMANSO,PSB,NÃO ELEITO,3,0.0,0.0
14680,RAIMUNDO FERREIRA DA SILVA,RAI DA SOLDA,SÃO SEBASTIÃO DO PASSÉ,AVANTE,NÃO ELEITO,3,0.0,0.0
14681,TAILANE ALMEIDA SANTOS MOREIRA,TAILANE,MUNDO NOVO,PSD,SUPLENTE,3,0.0,96.42
14682,ISABEL CRISTINA DE CARVALHO ROSA,TIA CRISTINA,JUAZEIRO,PSDB,SUPLENTE,3,0.0,0.0
14683,MARIA ELIENE RIBEIRO SOARES,MARIA ELIENE,ILHÉUS,PODE,SUPLENTE,3,0.0,282.5
14684,JOSENILTON ALVES DA SILVA,NILTON GARI,SANTA LUZIA,PTC,NÃO ELEITO,3,0.0,336.5
14685,MARIA APARECIDA CANDIDA DA ROCHA,CIDA ROCHA,SOBRADINHO,PSB,SUPLENTE,3,0.0,0.0
14686,MARIO FERREIRA DOS SANTOS,MARIO FERREIRA,SANTALUZ,DC,NÃO ELEITO,3,0.0,0.0
14687,SALOMAO SANTOS SOARES VIANA,SALOMÃO SANTOS,SANTALUZ,DC,NÃO ELEITO,3,0.0,0.0
14688,JANDIARIA SANTOS DE SOUZA,JANDIARIA SOUZA,SALVADOR,REDE,NÃO ELEITO,3,0.0,2949.55
14689,SANDRA BATISTA SOARES,SANDRA,POTIRAGUÁ,MDB,SUPLENTE,3,0.0,1151.05
14690,MARIA CONCEIÇÃO DE SOUZA,CONÇA,PORTO SEGURO,PT,NÃO ELEITO,3,0.0,0.0
14691,RONALDO OLIVEIRA FRANÇA,RONALDO DE TARTARUGA,MILAGRES,PTB,NÃO ELEITO,3,0.0,0.0
14692,KAROLINE AMARAL DA SILVA,KAROL,JIQUIRIÇÁ,PC do B,SUPLENTE,3,0.0,140.0
14693,VILMA SILVA LEITE,VILMA DE ADAILTON,UAUÁ,REPUBLICANOS,SUPLENTE,3,0.0,480.0
14694,JOSE RAIMUNDO BISPO DOS SANTOS,RAIMUNDO DOIDO,BARROCAS,SOLIDARIEDADE,SUPLENTE,3,0.0,51.04
14695,PRISCILA GUIMEL PRATES ALVES,PRISCILA GUIMEL,ITABUNA,PSL,SUPLENTE,3,0.0,755.55
14696,LOU CASSI SOUZA DA SILVA,LOU CASSI,CRAVOLÂNDIA,PSD,SUPLENTE,3,0.0,0.0
14697,FABIO PIMENTEL COELHO,FABINHO,TUCANO,SOLIDARIEDADE,NÃO ELEITO,3,0.0,1287.6999999999998
14698,PRESLEI BORGES DE SOUZA,PASTOR PRESLEI,IBIRATAIA,DC,NÃO ELEITO,3,0.0,0.0
14699,CLECIANA FERREIRA DE SOUZA,CLESSINHA,RIACHÃO DO JACUÍPE,DEM,SUPLENTE,3,0.0,325.0
14700,CAMILA SOUZA SILVA,CAMILA,CARAVELAS,PDT,SUPLENTE,3,0.0,0.0
14701,MARILENE VIANA VIDAL,MARILENE VIANA,CARDEAL DA SILVA,PSB,SUPLENTE,3,0.0,0.0
14702,CRISTIANA CARDOSO SOUZA,CRISTINA,LAJEDÃO,PP,SUPLENTE,3,0.0,0.0
14703,JOCELANE OLIVEIRA DA CONCEICAO PRADO,JOCELANE,ITAMARAJU,REPUBLICANOS,SUPLENTE,3,0.0,1000.0
14704,EDINEUZA PEREIRA FERREIRA,NEUZINHA,LAJEDÃO,PP,SUPLENTE,3,0.0,0.0
